,0
vertex_612,0.11916319399149886
vertex_613,0.061914416423291735
vertex_614,0.0368618677737636
vertex_615,0.06256192703638178
vertex_616,0.294351439275014
vertex_617,0.24942302083169166
vertex_618,0.19004470262320697
vertex_619,0.04918714645195092
vertex_620,0.12319630553139062
vertex_621,0.1773132604762218
vertex_622,0.09972889012017386
vertex_623,0.06579929512154664
vertex_624,0.03912154832324764
vertex_625,0.10297450516058383
vertex_626,0.07256891416074573
vertex_627,0.15463808254358147
vertex_628,0.27866494119573243
vertex_629,0.12997659859056845
vertex_630,0.17070771980795846
vertex_631,0.1899555535531173
vertex_632,0.11202224792438889
vertex_633,0.09575858847914559
vertex_634,0.042233702763189246
vertex_635,0.026934123600710843
vertex_636,0.036036193167747546
vertex_637,0.03854609648492045
vertex_638,0.07296793304698604
vertex_639,0.02170622018903717
vertex_640,0.03366252715044338
vertex_641,0.08013124448288342
vertex_642,0.06415284915513332
vertex_643,0.05925801790179494
vertex_644,0.028774801341892444
vertex_645,0.057999353504180166
vertex_646,0.04334205283983535
vertex_647,0.05237454575463123
vertex_648,0.05423065715466968
vertex_649,0.06224659944790035
vertex_650,0.0711161966287287
vertex_651,0.03025308738052489
vertex_652,0.0565649228420528
vertex_653,0.0699851241531337
vertex_654,0.10213872817555608
vertex_655,0.08223448422796147
vertex_656,0.059898888257642724
vertex_657,0.1136333110786651
vertex_658,0.07667291663508624
vertex_659,0.047937978027505726
vertex_660,0.05953395455864527
vertex_661,0.07597143450149757
vertex_662,0.04838733794656419
vertex_663,0.06301361514324708
vertex_664,0.046566544598760244
vertex_665,0.044599850033059475
vertex_666,0.04243178523155477
vertex_667,0.056013370676056856
vertex_668,0.07316772963472087
vertex_669,0.14405702593727296
vertex_670,0.1224798725713206
vertex_671,0.1184375241149136
vertex_672,0.09303607337781733
vertex_673,0.11349309288116831
vertex_674,0.046258448889347284
vertex_675,0.052060837221570906
vertex_676,0.031480787755945254
vertex_677,0.0637568055744701
vertex_678,0.04825928335039077
vertex_679,0.04388837150227622
vertex_680,0.061132123313935735
vertex_681,0.07682013617802527
vertex_682,0.08011300229114575
vertex_683,0.12167244107396782
vertex_684,0.16514512849360205
vertex_685,0.17700795755110235
vertex_686,0.2979178065898872
vertex_687,0.28144699122861144
vertex_688,0.26169421887897676
vertex_689,0.08770173142215665
vertex_690,0.13977522783727675
vertex_691,0.10134433814033074
vertex_692,0.05362494398793669
vertex_693,0.06412435989739039
vertex_694,0.06908062543388944
vertex_695,0.0302451443085293
vertex_696,0.06192196557554469
vertex_697,0.05851888748778028
vertex_698,0.08189062107756362
vertex_699,0.06097015111426748
vertex_700,0.08201969801718573
vertex_701,0.09225695335095527
vertex_702,0.051179472961411454
vertex_703,0.05950805945569572
vertex_704,0.04351001967843671
vertex_705,0.049336370993278346
vertex_706,0.0521129176283478
vertex_707,0.06208492239561651
vertex_708,0.054137249960382224
vertex_709,0.06673667126230624
vertex_710,0.05129430143488207
vertex_711,0.0723795552292496
vertex_712,0.0846545662740351
vertex_713,0.09804906914155677
vertex_714,0.07112101298825285
vertex_715,0.04488169481800756
vertex_716,0.03710126461736805
vertex_717,0.04810142227169859
vertex_718,0.04936758889008102
vertex_719,0.0678370908963407
vertex_720,0.04565582531999642
vertex_721,0.07784029523735389
vertex_722,0.04885781443368865
vertex_723,0.07311765526527711
vertex_724,0.062393027004436614
vertex_725,0.08749644978745406
vertex_726,0.08303361788587554
vertex_727,0.1171542946455748
vertex_728,0.06854454874452155
vertex_729,0.04532385542610963
vertex_730,0.09599454177446552
vertex_731,0.10207740891114082
vertex_732,0.04068044881863262
vertex_733,0.04492799822673921
vertex_734,0.07599293527031654
vertex_735,0.07428916115721318
vertex_736,0.05740866767612938
vertex_737,0.04971807134128872
vertex_738,0.04473520937582066
vertex_739,0.03176327148489512
vertex_740,0.03640779462764653
vertex_741,0.040583739377118774
vertex_742,0.08409130953321231
vertex_743,0.10522924127805952
vertex_744,0.12065597317961085
vertex_745,0.04602294093944972
vertex_746,0.04755518284293066
vertex_747,0.05388839095765426
vertex_748,0.06423388327918238
vertex_749,0.0797810286069555
vertex_750,0.06387147637095271
vertex_751,0.085772265415811
vertex_752,0.08500745353195763
vertex_753,0.06979695942475492
vertex_754,0.1015759465746029
vertex_755,0.11504972796603084
vertex_756,0.09711431393590117
vertex_757,0.08852722524944025
vertex_758,0.11329880105552692
vertex_759,0.0806875426922149
vertex_760,0.05574928291264383
vertex_761,0.06843661940701898
vertex_762,0.07627635938864454
vertex_763,0.10306163836685941
vertex_764,0.11918436891481127
vertex_765,0.07463968917039127
vertex_766,0.1478361055045395
vertex_767,0.14980583050542357
vertex_768,0.11478720020625333
vertex_769,0.1049729544420625
vertex_770,0.11005643709448376
vertex_771,0.08275785939509037
vertex_772,0.13232881595788784
vertex_773,0.029794587412771627
vertex_774,0.030087706847218412
vertex_775,0.09717677078238102
vertex_776,0.06334804982432302
vertex_777,0.06894952570376967
vertex_778,0.11512086417209372
vertex_779,0.16198821916279407
vertex_780,0.09474121248680366
vertex_781,0.0965029626684486
vertex_782,0.27897022080991285
vertex_783,0.16867862846186668
vertex_784,0.2597304558539294
vertex_785,0.2989827817113455
vertex_786,0.2514101511522876
vertex_787,0.07340659822053645
vertex_788,0.07777832379895049
vertex_789,0.08078487945536507
vertex_790,0.09678282138165496
