vertex_index,hemisphere,x_mm,y_mm,z_mm
5316,L,-6.9255,-43.9935,44.1715
5317,L,-9.4672,-45.8940,42.8595
5318,L,-7.7291,-54.6362,38.2485
5319,L,-9.4243,-53.6057,40.0558
5320,L,-10.0658,-53.2293,37.9766
5321,L,-15.5079,-48.1866,36.6031
5322,L,-14.3663,-49.2770,38.6583
5323,L,-14.2699,-45.9469,38.4253
5324,L,-11.6634,-44.0327,40.0321
5325,L,-12.3918,-42.8118,38.3430
5326,L,-9.0990,-40.7166,39.5428
5327,L,-12.6388,-41.5018,36.5474
5328,L,-11.3061,-43.4349,31.3160
5329,L,-10.6939,-40.1115,33.1009
5330,L,-8.9790,-40.5687,32.2052
5331,L,-7.0264,-37.7010,32.9394
5332,L,-6.9508,-41.3958,31.9569
5333,L,-4.9062,-41.4711,31.5738
5334,L,-6.7261,-44.3559,31.2832
5335,L,-8.4254,-51.4606,27.2336
5336,L,-5.9036,-49.6963,29.1940
5337,L,-6.2851,-51.4089,26.5577
5338,L,-4.8046,-50.9375,25.2137
5339,L,-7.9482,-52.1595,23.5240
5340,L,-4.1972,-62.6641,24.8822
5341,L,-6.3923,-59.8911,25.2304
5342,L,-4.1550,-62.3935,23.2203
5343,L,-6.0104,-62.7731,19.0616
5344,L,-4.1693,-61.6130,19.8857
5345,L,-4.1035,-61.1134,18.1408
5346,L,-5.6347,-57.9552,18.4675
5347,L,-4.2035,-60.4874,16.3139
5348,L,-4.3090,-59.8935,14.4256
5349,L,-6.2168,-61.0151,15.7548
5350,L,-17.0950,-57.8372,16.7753
5351,L,-12.9882,-57.1746,16.1794
5352,L,-17.1127,-57.9990,14.5569
5353,L,-17.0772,-58.9408,12.2829
5354,L,-1.2011,12.9683,-0.3168
5355,L,-1.3995,8.3065,-1.1354
5356,L,-0.9593,9.7338,0.4279
5357,L,-0.9562,4.5138,4.1489
5358,L,-0.7241,3.1994,2.5605
5359,L,-1.4690,0.4192,3.5333
5360,L,-2.6659,-2.8416,3.0125
5361,L,-2.5439,-1.6144,4.5696
5362,L,-0.7227,7.8697,11.9160
5363,L,-0.8175,7.2726,9.8123
5364,L,-1.0140,4.0232,10.8265
5365,L,-3.4050,-4.5959,9.9433
5366,L,-2.9443,-2.4541,8.6925
5367,L,-3.3934,-4.5664,8.5418
5368,L,-2.9058,-5.3530,7.0881
5369,L,-2.5214,-8.1724,8.1997
5370,L,-1.7746,-13.1549,6.7776
5371,L,-2.1577,-11.5042,8.9880
5372,L,-2.9366,-17.5436,11.9190
5373,L,-2.7779,-17.9674,10.1921
5374,L,-3.8550,-20.7068,11.0236
5375,L,-4.9137,-23.5138,9.9562
5376,L,-4.4911,-23.5718,11.6712
5377,L,-4.9073,7.3852,27.9897
5378,L,-2.6340,8.3256,26.8240
5379,L,-2.6120,4.8016,28.1848
5380,L,-0.4546,-4.6337,27.9390
5381,L,-0.2590,-1.1477,27.0271
5382,L,-0.2772,-4.3472,25.4923
5383,L,-0.4544,-4.0745,22.9260
5384,L,-0.3034,-7.5028,23.8312
5385,L,-4.4968,-19.0915,28.3585
5386,L,-3.3908,-15.6128,28.6589
5387,L,-2.1784,-18.9091,27.5842
5388,L,-0.2518,-21.8679,21.9713
5389,L,-0.3526,-18.3926,23.6778
5390,L,-0.4100,-18.1898,21.2224
5391,L,-0.5382,-14.5475,20.3767
5392,L,-0.6414,-18.0970,18.8113
5393,L,-0.9872,-18.0694,16.4625
5394,L,-0.9790,-21.4134,17.2655
5395,L,-0.8290,-30.9446,14.6270
5396,L,-2.1963,-27.8070,14.8423
5397,L,-2.7175,-30.7785,13.5564
5398,L,-4.3620,-30.3230,12.7488
5399,L,-2.7982,-32.8095,11.4785
5400,L,-3.1944,-33.6640,9.3095
5401,L,-0.1713,-33.7140,9.3469
5402,L,1.0965,-40.5448,10.7930
5403,L,1.0243,-38.9370,7.7486
5404,L,0.2192,-41.7590,8.7255
5405,L,-2.4939,-42.2330,7.7713
5406,L,-1.9240,-43.4681,9.8837
5407,L,-5.1160,-41.6273,21.6895
5408,L,-2.4228,-41.8148,19.7216
5409,L,-4.9990,-43.5708,19.4793
5410,L,-8.3890,-48.7019,14.1861
5411,L,-6.7084,-46.4992,14.7785
5412,L,-8.3708,-47.9369,12.6262
5413,L,-7.9686,-47.0882,11.1032
5414,L,-8.0720,-49.3423,9.9392
5415,L,-7.5301,-50.7289,7.1541
5416,L,-6.9820,-51.6099,8.2875
5417,L,-6.6327,-57.3018,9.3316
5418,L,-8.1916,-56.2564,8.3868
5419,L,-9.3929,-57.7087,9.5382
5420,L,-12.8692,-58.1450,9.6151
5421,L,-11.2889,-58.6529,10.4673
5422,L,-30.6702,23.7729,-13.3589
5423,L,-26.9335,22.7131,-11.2993
5424,L,-28.3035,22.4686,-13.5632
5425,L,-25.8797,18.8225,-16.0244
5426,L,-25.4455,18.7938,-13.5228
5427,L,-25.5739,16.2494,-13.4660
5428,L,-28.4516,13.4625,-12.4982
5429,L,-26.9695,13.7439,-13.7285
5430,L,-25.2483,16.2019,-23.0041
5431,L,-26.8055,15.7295,-23.3050
5432,L,-25.3305,13.9934,-22.1776
5433,L,-27.7585,7.7866,-15.0753
5434,L,-26.4963,10.9265,-16.3739
5435,L,-28.8517,8.1437,-15.0830
5436,L,-29.9842,8.2819,-14.8720
5437,L,-31.0411,4.6523,-14.6200
5438,L,-33.0175,2.3933,-16.3608
5439,L,-32.2363,1.8342,-15.3821
5440,L,-33.3510,-1.9804,-18.9540
5441,L,-33.5356,-0.8837,-20.5666
5442,L,-32.7159,-0.9323,-23.3021
5443,L,-30.3769,1.1110,-26.3365
5444,L,-31.0362,-0.8387,-25.1029
5445,L,-14.1057,19.0272,-14.5415
5446,L,-15.5722,19.3621,-16.6774
5447,L,-15.2157,15.5605,-14.5480
5448,L,-17.5012,3.3529,-13.3794
5449,L,-16.9848,7.4698,-15.9829
5450,L,-18.7363,4.2211,-13.9433
5451,L,-20.0931,4.9050,-14.1361
5452,L,-20.9272,1.5620,-12.3852
5453,L,-24.1680,-10.0066,-11.4430
5454,L,-21.8009,-6.8168,-10.9060
5455,L,-25.2373,-8.5508,-12.0609
5456,L,-31.0855,-8.2378,-17.7655
5457,L,-27.4766,-6.6213,-14.2650
5458,L,-28.1706,-5.9587,-15.4761
5459,L,-25.9055,-3.1285,-14.2840
5460,L,-28.7201,-5.1026,-16.7864
5461,L,-29.8096,-4.1528,-17.0820
5462,L,-31.5304,-5.9915,-19.8719
5463,L,-30.5989,-5.5415,-28.4458
5464,L,-31.6158,-4.6550,-26.7078
5465,L,-28.8271,-3.4224,-28.4989
5466,L,-27.1090,-1.3197,-27.6688
5467,L,-25.5654,-1.7636,-29.2475
5468,L,-24.5462,0.0195,-32.1995
5469,L,-24.3832,-2.2820,-30.7856
5470,L,-22.8867,-7.0892,-31.3223
5471,L,-22.9929,-4.5591,-32.7494
5472,L,-22.7291,-6.1486,-33.1072
5473,L,-24.7956,-5.4940,-34.8763
5474,L,-22.2698,-7.6894,-33.1017
5475,L,-29.7540,-17.6711,-26.1095
5476,L,-27.6695,-15.4030,-27.9970
5477,L,-25.8240,-16.4310,-27.6141
5478,L,-20.2792,-14.8523,-28.0566
5479,L,-20.1562,-12.7431,-28.1861
5480,L,-20.8966,-12.9399,-30.2479
5481,L,-23.1417,-11.5670,-33.0182
5482,L,-24.4948,-13.5878,-32.6759
5483,L,-27.7462,-12.8934,-32.1256
5484,L,-25.7487,-15.4382,-31.8806
5485,L,-27.2337,-21.5146,-28.4187
5486,L,-28.5897,-19.2826,-29.5188
5487,L,-29.8314,-21.2264,-28.0152
5488,L,-32.2153,-20.9207,-27.5965
5489,L,-30.6844,-23.0456,-26.4020
5490,L,-56.7216,-16.3308,-4.6583
5491,L,-53.1208,-17.7803,-6.6792
5492,L,-54.2684,-15.9953,-6.8646
5493,L,-51.4456,-13.2798,-12.3799
5494,L,-50.3811,-15.1818,-11.7544
5495,L,-49.5892,-14.7727,-14.4435
5496,L,-50.3581,-16.7414,-16.3408
5497,L,-49.9971,-14.4798,-16.9008
5498,L,-53.9357,-3.7624,-11.5378
5499,L,-53.1119,-6.3459,-11.6234
5500,L,-51.4509,-5.7667,-14.7471
5501,L,-50.6790,-8.3354,-23.1095
5502,L,-49.2812,-9.2296,-20.7772
5503,L,-51.8919,-10.8307,-21.8915
5504,L,-52.8642,-13.0413,-20.4382
5505,L,-55.0117,-11.8097,-21.6408
5506,L,-57.9263,-12.7153,-20.4540
5507,L,-56.9827,-10.1776,-22.6273
5508,L,-58.2554,-5.4912,-26.9431
5509,L,-59.4338,-7.7478,-24.8511
5510,L,-58.3805,-8.2970,-26.5473
5511,L,-57.6767,-11.0501,-26.0244
5512,L,-55.7640,-9.1152,-27.6408
5513,L,-49.0521,0.0648,-15.2757
5514,L,-50.5314,2.7907,-13.4240
5515,L,-50.3096,5.9643,-15.3779
5516,L,-49.7961,13.5947,-20.4031
5517,L,-51.3793,12.2177,-17.3745
5518,L,-50.5656,11.0651,-20.7439
5519,L,-50.3478,7.8125,-21.1852
5520,L,-48.1517,8.3189,-24.3499
5521,L,-40.5084,16.8228,-33.2141
5522,L,-43.4768,16.2960,-30.2698
5523,L,-41.4605,13.7906,-33.4931
5524,L,-45.3138,5.6164,-36.1236
5525,L,-45.1698,8.4841,-34.8219
5526,L,-48.0629,6.4913,-34.7443
5527,L,-49.3487,5.5809,-31.7638
5528,L,-50.8092,3.9169,-33.4804
5529,L,-53.3393,1.5627,-32.1143
5530,L,-50.4107,0.7926,-33.4360
5531,L,-45.5946,-5.5066,-33.3374
5532,L,-47.8046,-4.9460,-31.1740
5533,L,-46.8992,-8.3294,-31.0807
5534,L,-48.5446,-10.8165,-28.8191
5535,L,-47.7414,-11.5620,-32.2573
5536,L,-50.2384,-13.9957,-33.4421
5537,L,-48.2469,-11.3900,-35.5026
5538,L,-45.6499,-8.8999,-41.6516
5539,L,-47.7498,-10.9526,-40.1028
5540,L,-45.9799,-11.5229,-40.6996
5541,L,-45.9342,-14.3275,-38.3160
5542,L,-43.8847,-11.9355,-39.6483
5543,L,-34.4515,-1.3793,-44.0627
5544,L,-36.9318,-3.3700,-44.1810
5545,L,-34.9278,-4.1804,-43.5248
5546,L,-35.9757,-7.6300,-37.7668
5547,L,-37.1771,-7.1573,-39.2589
5548,L,-38.5274,-8.0517,-36.5212
5549,L,-41.0380,-9.9452,-35.4259
5550,L,-39.7624,-9.0000,-33.0245
5551,L,-40.6746,-10.7942,-29.8040
5552,L,-38.2380,-9.0753,-31.4414
5553,L,-34.1404,-13.6599,-32.6925
5554,L,-36.1352,-13.3319,-31.0947
5555,L,-35.4043,-15.9960,-31.3091
5556,L,-36.4167,-17.3092,-29.0184
5557,L,-34.3292,-17.1732,-30.4081
5558,L,-42.9600,-83.2074,0.2582
5559,L,-42.1312,-84.3558,-1.8662
5560,L,-42.7477,-81.6827,-0.9891
5561,L,-42.6917,-75.6170,-4.2121
5562,L,-41.6214,-79.1860,-4.3642
5563,L,-42.8726,-77.4530,-5.8752
5564,L,-44.0090,-79.0615,-7.8068
5565,L,-44.5635,-75.6267,-7.0773
5566,L,-47.0466,-66.1152,-4.2724
5567,L,-45.2960,-67.5068,-4.0688
5568,L,-46.4445,-66.5595,-4.8280
5569,L,-41.0902,-67.1262,-5.3163
5570,L,-43.0296,-68.4015,-5.2336
5571,L,-41.7208,-70.9526,-6.5738
5572,L,-43.2655,-73.9230,-8.0895
5573,L,-41.3271,-73.8389,-8.0743
5574,L,-40.7736,-75.5724,-10.1585
5575,L,-39.6123,-72.5282,-8.7124
5576,L,-40.4144,-62.5931,-10.0394
5577,L,-39.9448,-66.9430,-11.2901
5578,L,-41.4404,-63.8873,-12.4858
5579,L,-42.1403,-65.5334,-14.6315
5580,L,-41.8743,-61.5622,-13.6281
5581,L,-58.5223,-47.4275,-6.6430
5582,L,-55.7467,-50.0903,-6.0595
5583,L,-56.4231,-48.3408,-8.1817
5584,L,-56.0871,-51.0222,-13.7901
5585,L,-56.4977,-52.3522,-11.8180
5586,L,-56.3950,-54.3978,-13.2471
5587,L,-55.7236,-57.6030,-12.7584
5588,L,-55.7373,-56.2860,-14.8381
5589,L,-55.0201,-41.1091,-19.4803
5590,L,-57.3805,-43.1411,-19.6029
5591,L,-56.3851,-44.1908,-20.7813
5592,L,-51.9314,-49.0513,-18.2587
5593,L,-54.4213,-50.5246,-20.0027
5594,L,-51.9964,-52.1364,-16.8266
5595,L,-51.4321,-54.7380,-15.0856
5596,L,-49.0806,-52.9132,-13.2261
5597,L,-45.9572,-53.6314,-9.8510
5598,L,-46.6274,-51.6623,-11.8644
5599,L,-42.8022,-47.9371,-13.4840
5600,L,-42.2900,-50.9619,-12.8428
5601,L,-41.8065,-51.6805,-15.3667
5602,L,-42.3255,-55.8608,-17.1472
5603,L,-42.5524,-52.1787,-17.8590
5604,L,-42.9642,-53.2245,-19.8593
5605,L,-41.5380,-49.5379,-17.3894
5606,L,-42.5190,-40.1843,-19.1330
5607,L,-40.6733,-43.5486,-18.4161
5608,L,-41.0967,-41.2555,-20.3144
5609,L,-40.1798,-42.9701,-21.8557
5610,L,-41.7722,-39.7847,-22.4143
5611,L,-50.1201,-33.8818,-25.9035
5612,L,-48.3499,-36.3991,-24.9365
5613,L,-48.6854,-33.7887,-24.3790
5614,L,-45.0634,-30.5767,-21.3801
5615,L,-44.9787,-33.4508,-22.2215
5616,L,-43.2809,-33.6897,-21.7581
5617,L,-41.3855,-36.3155,-22.0169
5618,L,-41.1881,-34.1269,-22.3609
5619,L,-39.2913,-34.6520,-23.4931
5620,L,-40.9906,-31.6779,-21.9293
5621,L,-41.9535,-20.7659,-22.2252
5622,L,-40.9795,-25.4788,-21.6387
5623,L,-40.5461,-21.8779,-22.0095
5624,L,-39.7289,-22.9479,-22.6195
5625,L,-39.4361,-18.6286,-22.8991
5626,L,-21.9097,-69.6206,7.8432
5627,L,-23.8766,-68.6312,7.2489
5628,L,-22.5984,-71.4732,6.8793
5629,L,-18.4229,-75.4557,3.6684
5630,L,-21.1585,-73.5584,3.3654
5631,L,-18.8773,-73.1286,2.2340
5632,L,-19.0515,-70.3708,1.2260
5633,L,-15.3006,-71.7231,1.9685
5634,L,-9.9872,-80.7430,4.1180
5635,L,-11.3573,-79.0478,5.0923
5636,L,-8.0222,-78.6613,4.6265
5637,L,-3.2340,-72.2341,4.7604
5638,L,-5.4631,-73.0259,5.4407
5639,L,-4.3423,-69.6081,5.1488
5640,L,-6.6864,-67.9581,4.6343
5641,L,-4.7544,-66.9651,3.9971
5642,L,-6.1616,-64.7791,2.8337
5643,L,-5.0622,-66.7618,2.2316
5644,L,-10.5093,-71.1135,-1.9649
5645,L,-9.6130,-68.4538,-1.0029
5646,L,-12.2780,-68.2380,-2.2464
5647,L,-13.5433,-65.0126,-3.1814
5648,L,-14.2366,-67.6965,-3.6901
5649,L,-9.1354,-96.4698,-8.3235
5650,L,-7.6578,-95.0539,-7.1985
5651,L,-6.6073,-95.5341,-10.5010
5652,L,-9.1428,-89.0200,-12.6963
5653,L,-6.2233,-90.4484,-12.8049
5654,L,-7.4784,-88.2492,-11.8399
5655,L,-6.6889,-87.8003,-8.7222
5656,L,-9.4107,-85.4274,-10.5856
5657,L,-20.3037,-82.5778,-6.9320
5658,L,-17.7261,-83.9909,-9.2477
5659,L,-18.6657,-81.4810,-8.3369
5660,L,-18.0010,-75.6899,-9.8286
5661,L,-17.2224,-78.6199,-10.9670
5662,L,-15.1618,-77.5256,-9.6147
5663,L,-12.9819,-79.4672,-8.0101
5664,L,-13.2777,-75.9105,-8.5172
5665,L,-11.0511,-74.8508,-8.6782
5666,L,-14.5686,-72.6788,-9.8577
5667,L,-20.8879,-61.9538,-9.9277
5668,L,-17.6785,-65.4316,-9.3206
5669,L,-20.4887,-63.5621,-8.0726
5670,L,-19.7183,-64.3002,-5.7745
5671,L,-22.8283,-61.5919,-6.3612
5672,L,-24.2951,-58.5920,-5.2140
5673,L,-25.1361,-58.7888,-6.1879
5674,L,-30.8521,-55.6572,-7.4196
5675,L,-30.3875,-54.2172,-6.4026
5676,L,-32.5400,-52.8019,-7.7985
5677,L,-33.6393,-49.5895,-7.9520
5678,L,-33.4334,-50.9590,-9.8403
5679,L,-29.7317,-61.0301,-12.3564
5680,L,-30.6830,-59.9711,-11.1031
5681,L,-28.4572,-57.4840,-13.4704
5682,L,-27.3265,-46.0359,-16.9512
5683,L,-28.0509,-49.4354,-14.9421
5684,L,-29.8093,-46.2829,-15.9478
5685,L,-33.0017,-46.1807,-14.7086
5686,L,-32.4323,-43.3208,-16.9746
5687,L,-35.0381,-40.5926,-17.4261
5688,L,-31.9631,-40.4942,-19.2931
5689,L,-32.5916,-34.2071,-24.9736
5690,L,-32.5562,-34.4445,-23.5493
5691,L,-34.0489,-31.5981,-25.4076
5692,L,-35.6385,-29.6032,-25.2126
5693,L,-36.6694,-30.0510,-25.9708
5694,L,-1.9513,-0.9137,-1.8910
5695,L,-2.2529,-1.0616,-3.7398
5696,L,-3.1842,-4.7052,-3.6698
5697,L,-0.4932,-17.0023,-7.7916
5698,L,-1.3368,-13.7261,-8.1180
5699,L,0.4576,-17.8893,-10.6323
5700,L,-0.7840,-18.9168,-13.8403
5701,L,0.2178,-21.1359,-14.4534
5702,L,-4.2423,-25.0855,-4.1082
5703,L,-2.2729,-24.2209,-5.5535
5704,L,-4.9647,-25.8142,-6.9265
5705,L,-10.6756,-24.0677,-10.4225
5706,L,-7.2226,-24.5230,-11.5582
5707,L,-8.0997,-23.2676,-13.3093
5708,L,-5.3581,-22.6376,-15.9717
5709,L,-9.4014,-22.7248,-15.1270
5710,L,-10.8995,-23.3462,-17.0227
5711,L,-12.4334,-23.7992,-14.0469
5712,L,-23.1998,-27.6772,-9.3390
5713,L,-20.4153,-25.4367,-10.7125
5714,L,-25.1294,-27.0402,-10.1581
5715,L,-27.0482,-26.1741,-10.8219
5716,L,-29.4396,-28.1609,-9.5535
5717,L,-14.7632,-36.6941,4.6120
5718,L,-13.7926,-35.2662,3.4967
5719,L,-17.1641,-36.8036,3.8772
5720,L,-24.0712,-38.4419,3.2124
5721,L,-22.1137,-36.6346,2.5692
5722,L,-24.5750,-36.4347,2.0157
5723,L,-23.5599,-35.7162,-0.3478
5724,L,-26.9320,-36.2995,1.6563
5725,L,-19.9285,-39.8211,-5.7423
5726,L,-22.3471,-41.8048,-3.7414
5727,L,-23.9465,-41.2725,-5.3150
5728,L,-32.0962,-39.5307,-4.1271
5729,L,-30.4798,-39.6754,-2.2542
5730,L,-31.9202,-38.4022,-1.9730
5731,L,-30.5595,-36.3911,-0.9967
5732,L,-32.2489,-35.9902,-2.6337
5733,L,-31.1951,-33.2102,-3.9176
5734,L,-33.8304,-35.5570,-4.3255
5735,L,-37.1805,-35.9322,-9.9904
5736,L,-36.8970,-34.8649,-7.8170
5737,L,-38.0145,-34.0656,-9.6196
5738,L,-37.7206,-31.3943,-9.3529
5739,L,-38.8276,-32.6581,-11.4014
5740,L,-39.2662,-31.0883,-13.0043
5741,L,-37.7167,-32.8719,-13.7574
5742,L,-28.2123,-30.7075,-16.4881
5743,L,-31.3218,-30.5282,-16.5702
5744,L,-27.8343,-28.9532,-17.7640
5745,L,-27.2233,-27.1222,-18.8731
5746,L,-24.5202,-26.8312,-17.8753
5747,L,-20.3113,-35.0601,-16.0125
5748,L,-19.2282,-31.1529,-15.9246
5749,L,-21.0692,-34.1181,-17.2576
5750,L,-25.6965,-32.3223,-18.9515
5751,L,-22.4758,-31.6095,-19.8548
5752,L,-23.2127,-30.2422,-21.2427
5753,L,-21.3190,-27.4697,-21.5997
5754,L,-23.9983,-28.8188,-22.7834
5755,L,-24.5568,-27.2465,-24.2476
5756,L,-26.8337,-28.9564,-22.2710
5757,L,-34.7683,-30.7555,-17.3262
5758,L,-32.1224,-28.1119,-19.6709
5759,L,-34.7139,-28.4674,-18.8200
5760,L,-34.6124,-25.9574,-20.4537
5761,L,-36.8529,-29.4280,-19.7669
5762,L,-39.8816,-14.0129,59.0906
5763,L,-41.1162,-11.5992,59.6289
5764,L,-40.7902,-12.9579,60.9432
5765,L,-39.2780,-11.7094,62.0078
5766,L,-36.5201,-11.2650,61.0294
5767,L,-35.7472,-23.5152,53.8727
5768,L,-36.5624,-22.2196,52.8719
5769,L,-37.3304,-20.9500,55.6773
5770,L,-38.3608,-17.6971,58.0087
5771,L,-31.0211,-23.2675,59.0787
5772,L,-30.4500,-23.7564,55.7835
5773,L,-32.9866,-23.1326,57.8578
5774,L,-34.6236,-23.4149,56.1038
5775,L,-33.3173,-17.1482,67.2912
5776,L,-32.0378,-19.6298,67.8094
5777,L,-33.5633,-20.1621,66.3516
5778,L,-32.5974,-22.2480,63.2294
5779,L,-34.4397,-11.9062,60.3987
5780,L,-35.9042,-12.8291,63.5044
5781,L,-34.9010,-14.9608,65.5101
5782,L,-23.1263,52.4442,22.8996
5783,L,-21.9623,53.1787,24.3609
5784,L,-22.5174,50.6730,25.4999
5785,L,-22.9048,49.0081,29.0929
5786,L,-24.1482,46.7954,32.1953
5787,L,-24.7215,45.2177,16.5654
5788,L,-25.1799,48.2474,16.9559
5789,L,-23.0434,47.2857,18.2124
5790,L,-22.5583,49.8741,20.5095
5791,L,-27.1137,35.9233,21.2021
5792,L,-28.5431,37.8500,19.3125
5793,L,-25.9373,38.7559,18.7189
5794,L,-25.0184,41.8051,17.0354
5795,L,-55.1234,-5.1036,8.5530
5796,L,-53.2400,-4.0225,8.2982
5797,L,-55.0056,-2.1692,7.5116
5798,L,-55.8399,0.2879,6.1467
5799,L,-56.8298,2.8793,4.9743
5800,L,-60.6382,-6.7172,10.1919
5801,L,-60.4816,-8.0022,9.6883
5802,L,-59.2602,-6.0305,9.0856
5803,L,-57.4770,-5.5932,8.5162
5804,L,-50.4084,-53.3218,42.0630
5805,L,-49.8641,-52.9326,39.9536
5806,L,-50.4627,-52.0164,41.5756
5807,L,-50.6707,-50.3040,41.2497
5808,L,-51.5913,-48.7016,40.7958
5809,L,-46.6629,-50.2760,41.8499
5810,L,-46.9462,-52.0008,42.4999
5811,L,-48.2861,-51.7312,43.8006
5812,L,-50.1535,-52.7406,44.0657
5813,L,-11.2799,-69.4280,54.9985
5814,L,-11.4529,-69.9851,51.4494
5815,L,-12.6720,-68.6876,53.4585
5816,L,-14.2608,-67.4984,51.9551
5817,L,-15.8705,-66.3068,51.1366
5818,L,-13.5394,-62.2152,60.7444
5819,L,-11.9242,-63.4356,60.1174
5820,L,-11.9618,-65.5474,60.4024
5821,L,-11.4470,-68.1988,58.5049
5822,L,-12.3423,-3.3330,43.3434
5823,L,-12.1050,-4.8573,42.0009
5824,L,-12.6131,-6.3785,43.5529
5825,L,-12.8892,-9.3863,43.5243
5826,L,-13.4943,-12.1508,42.6490
5827,L,-5.5544,15.0851,-8.2889
5828,L,-5.6399,11.8268,-8.0952
5829,L,-4.8739,9.7795,-6.6517
5830,L,-3.7575,4.1930,-5.9777
5831,L,-2.9409,-1.6352,-7.0985
5832,L,-34.1606,17.1254,-3.4589
5833,L,-35.5457,14.6130,-4.9132
5834,L,-33.2479,17.5638,-5.0796
5835,L,-31.3233,16.8769,-5.8823
5836,L,-29.1419,16.4255,-7.1728
5837,L,-47.0214,-28.3737,-6.3372
5838,L,-47.0104,-27.9847,-8.5901
5839,L,-47.3679,-25.9036,-7.6773
5840,L,-47.9014,-23.4997,-9.1143
5841,L,-48.6620,-21.2272,-10.6518
5842,L,-28.6199,-92.5761,-4.8659
5843,L,-28.7616,-93.0628,-6.7753
5844,L,-31.0143,-90.1111,-6.6694
5845,L,-35.4759,-89.2347,-6.7332
5846,L,-39.0658,-87.8531,-6.4085
5847,L,-16.8293,-56.2400,8.5688
5848,L,-19.4642,-56.7224,7.0992
5849,L,-21.2902,-58.7927,7.3424
5850,L,-24.5876,-61.3527,6.7352
5851,L,-26.2648,-64.6942,5.2255
5852,L,-56.2188,-2.7117,34.9946
5853,L,-56.5120,-0.2312,35.3444
5854,L,-56.0375,-1.5571,36.5886
5855,L,-53.7171,-1.4711,36.8491
5856,L,-50.8675,-2.4631,36.9036
5857,L,-36.0811,6.9249,56.0776
5858,L,-37.7337,9.5961,54.7057
5859,L,-36.1465,10.9958,55.0869
5860,L,-35.4241,14.4327,52.7193
5861,L,-34.5468,17.8815,49.9867
5862,L,-33.4597,20.6350,48.5855
5863,L,-33.4015,17.1782,48.4720
5864,L,-32.3227,16.0817,46.7595
5865,L,-30.7760,15.1481,44.6977
5866,L,-42.7367,-29.4220,44.5944
5867,L,-42.9899,-28.4266,42.7102
5868,L,-44.8930,-28.3537,45.7732
5869,L,-47.0883,-26.7780,47.1358
5870,L,-49.1614,-24.8288,48.2073
5871,L,-42.5597,-11.4709,35.4333
5872,L,-40.9543,-11.8814,32.5781
5873,L,-44.0270,-10.0263,34.1241
5874,L,-45.4142,-8.6950,32.3414
5875,L,-46.7283,-7.5467,30.3243
5876,L,-47.6912,-6.7721,28.5608
5877,L,-49.8780,-6.1587,31.9349
5878,L,-53.3083,-4.5385,33.6562
5879,L,-19.7773,-41.1338,62.8445
5880,L,-20.6199,-43.1879,59.7182
5881,L,-20.2273,-40.6717,60.8556
5882,L,-20.8085,-40.0218,59.1130
5883,L,-21.7131,-39.2507,57.5722
5884,L,-45.2387,-30.5120,57.3085
5885,L,-44.0642,-32.8910,56.0620
5886,L,-45.0708,-31.9126,54.7265
5887,L,-43.3405,-32.4222,51.4952
5888,L,-40.7516,-32.3796,48.3678
5889,L,-38.3638,-32.2608,45.6520
5890,L,-41.3470,-31.0674,47.3923
5891,L,-42.0201,-30.1300,46.0723
5892,L,-9.3202,-9.4979,66.7505
5893,L,-7.8570,-11.8474,66.2857
5894,L,-8.1670,-11.5284,67.9878
5895,L,-7.2125,-13.5789,69.3408
5896,L,-6.7486,-15.6418,70.6184
5897,L,-16.5606,-32.6980,69.7746
5898,L,-14.7182,-33.5528,70.9858
5899,L,-16.3229,-32.1700,73.5307
5900,L,-15.8695,-33.7703,74.1874
5901,L,-15.7177,-36.5732,72.5493
5902,L,-17.1898,-39.2678,70.8515
5903,L,-17.6210,-37.9934,69.1289
5904,L,-18.7951,-39.5483,65.7955
5905,L,-28.1611,14.9495,41.9282
5906,L,-29.8057,12.9257,44.5527
5907,L,-28.4333,11.3559,44.6152
5908,L,-26.8247,10.9518,45.3429
5909,L,-17.6132,-6.5066,65.7114
5910,L,-19.0327,-4.1421,67.3220
5911,L,-17.1307,-5.2913,67.9195
5912,L,-15.9584,-4.1448,69.1530
5913,L,-14.1274,-3.2933,68.7410
5914,L,-12.7756,-2.6325,67.7013
5915,L,-12.4861,-5.4457,68.1552
5916,L,-10.8770,-7.3303,67.2854
5917,L,-13.3348,45.4804,-2.1536
5918,L,-11.3764,44.0542,-0.8574
5919,L,-13.0411,45.7186,0.4653
5920,L,-11.9996,46.3161,2.6209
5921,L,-10.1579,46.8409,4.3639
5922,L,-6.0101,41.7853,41.0922
5923,L,-6.7431,40.4207,38.2454
5924,L,-7.2799,38.7016,41.9030
5925,L,-8.7107,34.5993,42.6221
5926,L,-8.0330,29.8123,42.4157
5927,L,-6.5049,27.2364,41.9419
5928,L,-6.9209,28.3182,44.6990
5929,L,-7.1333,26.8907,47.2112
5930,L,-7.5451,25.4683,49.8438
5931,L,-42.5513,45.3032,-11.5450
5932,L,-41.3290,45.1607,-12.8929
5933,L,-40.8443,47.4046,-11.3115
5934,L,-38.0972,49.1896,-10.1009
5935,L,-34.9744,51.4296,-9.7187
5936,L,-7.2081,62.2678,-2.3227
5937,L,-6.4615,62.2132,-5.4152
5938,L,-7.3724,58.6737,-3.6814
5939,L,-7.5255,55.0859,-5.1366
