vertex_index,hemisphere,x_mm,y_mm,z_mm
14163,R,49.5399,-59.0488,1.1253
14164,R,51.5304,-57.2971,-0.9645
14165,R,49.4069,-58.1861,-0.1431
14166,R,42.5875,-76.8383,-14.5499
14167,R,45.0272,-73.3975,-13.8399
14168,R,44.4722,-73.3959,-15.6852
14169,R,42.5925,-66.7182,-14.7090
14170,R,44.1344,-66.2541,-14.5655
14171,R,42.2918,-63.9601,-12.4958
14172,R,42.7338,-60.6405,-10.8143
14173,R,41.0425,-60.7601,-10.8915
14174,R,41.3581,-57.4195,-10.5596
14175,R,39.9935,-60.5620,-11.9160
14176,R,39.7861,-63.4864,-17.2284
14177,R,40.1990,-59.9817,-16.0050
14178,R,40.7577,-59.4920,-17.7246
14179,R,41.1467,-55.4448,-18.0044
14180,R,40.1807,-58.3981,-18.7678
14181,R,53.6275,-13.8480,3.2833
14182,R,54.1741,-11.6904,2.4760
14183,R,56.7685,-11.5768,1.2190
14184,R,63.2474,-9.0612,-1.2901
14185,R,62.3618,-7.4836,-0.6167
14186,R,62.5521,-7.1138,-2.5964
14187,R,61.8805,-5.4911,-4.1128
14188,R,60.9502,-7.5652,-4.8762
14189,R,58.3282,-25.8112,-13.0009
14190,R,56.6897,-23.6106,-13.5558
14191,R,61.2375,-23.6637,-13.3581
14192,R,65.3785,-20.9945,-15.2315
14193,R,64.9223,-19.3144,-13.8721
14194,R,64.9421,-17.2666,-15.4145
14195,R,64.4388,-14.4692,-16.4406
14196,R,64.0703,-16.6419,-18.2165
14197,R,62.7214,-16.9569,-20.7904
14198,R,62.3148,-19.4505,-19.0359
14199,R,56.5149,-29.0739,-17.3767
14200,R,56.5441,-24.9735,-18.4269
14201,R,54.5147,-28.7230,-18.4230
14202,R,53.7444,-27.9991,-20.3361
14203,R,53.4434,-32.6507,-18.6365
14204,R,15.3123,9.5229,60.6044
14205,R,15.9378,12.2622,60.3691
14206,R,17.5788,10.7113,61.0256
14207,R,21.4105,9.5698,59.5323
14208,R,20.7054,12.0113,59.8313
14209,R,20.8172,11.9772,57.4724
14210,R,20.9970,14.3533,56.3352
14211,R,20.6683,11.8969,55.7334
14212,R,22.3584,0.3764,57.2668
14213,R,22.4126,2.9923,58.5906
14214,R,21.5775,2.7516,55.9327
14215,R,21.9689,6.7950,48.8462
14216,R,21.3227,7.1632,51.4660
14217,R,21.3739,9.2321,49.1590
14218,R,21.0896,11.4051,50.0353
14219,R,22.0234,10.9457,47.4079
14220,R,22.9426,12.2243,46.0559
14221,R,23.7556,10.2036,45.5240
14222,R,29.1452,8.4610,48.6373
14223,R,28.4979,10.0783,46.6012
14224,R,30.2778,10.7388,48.6238
14225,R,30.5962,13.3057,47.9801
14226,R,31.8172,11.6048,50.4711
14227,R,4.0414,-27.5683,71.3476
14228,R,4.0362,-26.3916,70.0712
14229,R,5.0767,-24.6319,71.7018
14230,R,8.1660,-16.9928,69.9648
14231,R,6.6399,-18.3188,70.4162
14232,R,7.2205,-15.2208,69.4015
14233,R,6.3473,-13.8338,68.8893
14234,R,8.0732,-12.4641,68.8740
14235,R,13.8595,-14.4666,63.7983
14236,R,12.4027,-15.0312,65.7461
14237,R,13.0086,-11.7414,63.6037
14238,R,14.8244,-4.4823,67.2727
14239,R,12.9959,-7.2880,67.0653
14240,R,12.9368,-5.8435,68.5098
14241,R,10.8432,-7.1856,69.0605
14242,R,12.4196,-4.1003,68.8885
14243,R,11.5105,-2.5002,68.7660
14244,R,13.4091,-1.1038,67.8288
14245,R,16.7360,5.1139,62.8743
14246,R,14.6269,3.6563,63.2139
14247,R,15.0337,6.4669,61.7540
14248,R,13.2416,8.0811,61.6483
14249,R,25.0901,-30.6317,59.4262
14250,R,24.6516,-30.8352,62.9026
14251,R,22.7820,-31.4884,58.7181
14252,R,16.5544,-31.1246,56.6615
14253,R,18.1473,-32.3291,58.3496
14254,R,15.9176,-32.4069,58.7350
14255,R,15.4980,-33.2365,61.2829
14256,R,13.8430,-32.4186,59.4756
14257,R,19.3017,-23.4339,63.7541
14258,R,17.7053,-24.7910,61.1238
14259,R,16.7323,-24.2305,63.6272
14260,R,11.5381,-26.9862,66.8564
14261,R,12.2793,-27.4165,63.8924
14262,R,10.4615,-29.4800,63.9875
14263,R,10.1953,-32.0240,62.2704
14264,R,9.0006,-31.5444,64.4041
14265,R,7.9422,-33.7771,65.2062
14266,R,8.1951,-30.8119,66.8854
14267,R,6.7033,-26.7214,73.0726
14268,R,6.2654,-29.1324,71.5840
14269,R,4.9779,-28.3621,72.0702
14270,R,3.7219,-30.1270,70.7832
14271,R,40.3621,-9.9711,50.7023
14272,R,37.7653,-11.4692,48.5981
14273,R,38.1866,-11.5136,51.3226
14274,R,36.7285,-15.8821,55.6011
14275,R,35.4463,-15.2529,53.1066
14276,R,35.5151,-17.9558,52.8611
14277,R,34.8597,-19.8864,50.1866
14278,R,35.8598,-20.5060,51.9267
14279,R,37.6073,-17.7986,63.7844
14280,R,38.5299,-17.4844,62.0011
14281,R,36.4631,-20.1956,61.6896
14282,R,29.5955,-22.6196,54.1910
14283,R,33.0271,-22.8802,55.8411
14284,R,30.8050,-23.2442,52.4904
14285,R,31.8895,-23.8854,50.6119
14286,R,29.0012,-24.2865,48.9698
14287,R,28.7404,-26.5267,47.7838
14288,R,26.9807,-25.4726,48.5348
14289,R,23.3791,-29.4768,52.2141
14290,R,25.2205,-28.9301,51.8923
14291,R,24.9742,-30.0807,55.2300
14292,R,26.9311,-30.2219,59.3885
14293,R,33.0612,12.1402,52.4564
14294,R,32.2696,9.1392,53.1208
14295,R,30.2404,1.3330,51.2927
14296,R,31.1629,3.2903,54.5651
14297,R,32.0945,2.1021,52.1487
14298,R,34.0875,2.6652,52.6800
14299,R,32.6067,0.8936,48.8293
14300,R,27.9486,-9.1264,45.6769
14301,R,28.1856,-6.2266,44.5543
14302,R,29.9120,-8.4746,45.7764
14303,R,35.4665,-7.4626,48.8489
14304,R,33.4222,-6.6409,45.2826
14305,R,35.3338,-6.3812,45.1955
14306,R,35.2066,-3.7892,43.8781
14307,R,37.4103,-6.1404,45.3627
14308,R,39.6098,-5.5788,45.4755
14309,R,39.8796,-6.4712,49.0686
14310,R,42.6826,-8.0732,55.1851
14311,R,43.6390,-6.8994,54.0481
14312,R,42.9278,-8.5723,53.0733
14313,R,42.9930,-9.1095,50.8099
14314,R,53.2327,28.7771,4.2988
14315,R,53.9089,27.3888,5.9957
14316,R,52.9968,28.8228,6.3033
14317,R,48.0061,28.6356,11.2901
14318,R,50.6026,27.6758,11.0574
14319,R,49.6908,27.0610,13.5767
14320,R,51.5303,25.7496,16.3971
14321,R,48.8554,26.0720,16.1954
14322,R,39.2868,30.3164,17.1732
14323,R,40.2107,29.2741,14.5829
14324,R,40.3673,28.6099,17.6118
14325,R,42.9369,25.4963,21.2544
14326,R,43.3831,26.0326,19.4459
14327,R,44.7658,24.7371,20.4708
14328,R,46.8652,24.3276,19.8309
14329,R,44.2123,22.9572,19.6094
14330,R,43.6983,20.6856,19.0878
14331,R,41.4882,21.7474,19.7049
14332,R,36.6933,19.7361,23.6318
14333,R,37.3134,18.8522,21.6913
14334,R,36.1566,16.9090,22.9317
14335,R,36.2709,14.0345,22.9151
14336,R,34.7951,14.6259,24.0680
14337,R,29.8446,51.0010,-4.9894
14338,R,32.1656,53.1184,-6.0318
14339,R,33.1494,50.8848,-3.5898
14340,R,39.1959,52.8291,1.1726
14341,R,38.4738,52.8703,-0.9004
14342,R,39.6653,50.9523,-0.3472
14343,R,39.1911,48.3609,-1.7774
14344,R,38.9337,47.5835,0.3428
14345,R,38.7221,47.3742,9.2171
14346,R,39.8752,49.0744,7.3587
14347,R,38.9806,45.7775,7.0454
14348,R,39.9970,39.3209,3.3135
14349,R,40.1866,41.9964,3.8331
14350,R,40.9942,40.3948,1.8514
14351,R,40.5525,41.2711,-0.1356
14352,R,42.6800,38.9106,0.3865
14353,R,45.1323,37.4390,-0.8826
14354,R,44.7770,36.6374,1.1345
14355,R,49.7825,32.6138,4.3812
14356,R,50.3439,34.0804,3.3783
14357,R,52.0820,30.9509,3.3254
14358,R,53.0459,29.2292,2.5363
14359,R,19.9273,53.9885,26.0455
14360,R,17.9038,54.1359,22.7445
14361,R,20.3446,54.1929,23.1299
14362,R,23.4474,56.0197,18.5468
14363,R,22.4624,58.6955,18.6781
14364,R,22.6304,58.5889,15.9691
14365,R,22.0231,59.9089,13.3400
14366,R,22.8773,57.9039,13.0695
14367,R,26.2649,46.8278,14.8106
14368,R,24.4694,48.9067,15.8464
14369,R,25.1868,48.5890,13.4573
14370,R,25.5452,49.8940,7.2602
14371,R,24.7723,51.7394,9.4973
14372,R,25.4065,53.0977,7.2878
14373,R,25.8964,56.1591,7.7338
14374,R,23.8354,54.7058,5.4983
14375,R,22.3396,56.4410,3.1660
14376,R,22.6919,52.6555,3.3233
14377,R,29.0245,48.6799,-0.4172
14378,R,25.3192,49.1347,-1.1769
14379,R,27.6302,49.2255,-3.2165
14380,R,26.4796,50.9871,-5.5207
14381,R,0.3366,1.6405,23.7756
14382,R,0.8829,2.0366,21.7193
14383,R,0.4707,4.7724,22.5042
14384,R,0.1690,13.9517,21.1635
14385,R,0.4770,11.0165,19.9342
14386,R,0.2098,14.0493,18.6550
14387,R,0.5689,14.1913,16.2944
14388,R,0.0118,17.0378,17.4031
14389,R,8.0979,22.5238,21.7238
14390,R,7.3554,20.4103,21.1638
14391,R,7.5245,23.0011,19.3468
14392,R,5.1741,27.3702,13.7763
14393,R,3.7904,24.7453,15.9128
14394,R,1.6992,25.8326,14.3580
14395,R,0.0551,23.3391,14.1176
14396,R,0.4592,26.7069,12.4022
14397,R,-0.0647,27.0160,10.0920
14398,R,1.5274,29.5060,10.2862
14399,R,8.2033,35.9679,5.6170
14400,R,6.7295,33.0666,5.1940
14401,R,8.0233,35.7681,3.1166
14402,R,7.2593,35.7228,0.6117
14403,R,6.6983,39.1433,1.4298
14404,R,11.6758,-10.1944,40.8601
14405,R,10.5799,-11.6962,39.5151
14406,R,9.7920,-9.3062,40.9386
14407,R,5.9760,-3.8206,40.8958
14408,R,6.2639,-6.8470,41.0283
14409,R,4.9661,-5.3037,40.0223
14410,R,4.6436,-6.7285,37.7287
14411,R,4.6125,-3.8775,37.5221
14412,R,6.5792,8.5795,37.4865
14413,R,6.2306,5.4117,38.7391
14414,R,4.8929,7.3072,37.0215
14415,R,6.3418,4.5608,31.9383
14416,R,4.7222,3.5831,33.4961
14417,R,6.0532,1.7233,32.6541
14418,R,5.4519,-1.2987,33.1537
14419,R,7.4636,-0.3319,32.1961
14420,R,7.2019,-2.6649,31.5472
14421,R,6.8754,0.4407,30.6197
14422,R,1.0230,4.5393,27.2469
14423,R,1.6269,1.7323,28.4289
14424,R,0.1907,1.8150,26.3538
14425,R,0.1765,-1.0295,25.2305
14426,R,17.6603,-73.1108,39.1265
14427,R,18.5348,-72.7382,37.4737
14428,R,17.3096,-70.5460,38.4205
14429,R,10.4777,-68.1151,36.8118
14430,R,13.4246,-67.6938,36.7493
14431,R,11.5330,-66.7270,35.7857
14432,R,12.5182,-65.5287,34.6166
14433,R,9.1092,-67.1380,33.5668
14434,R,5.9532,-61.7988,38.2847
14435,R,5.1751,-65.0900,37.1968
14436,R,5.8614,-62.1181,36.8783
14437,R,5.9978,-59.6477,32.6924
14438,R,6.2976,-62.8142,33.0155
14439,R,5.4234,-63.2655,31.2402
14440,R,4.9314,-67.1694,30.0617
14441,R,4.6417,-63.9112,29.4306
14442,R,4.6163,-64.5481,27.6011
14443,R,4.9554,-60.9898,28.8850
14444,R,10.2993,-54.8503,28.2434
14445,R,7.5691,-56.8005,27.4627
14446,R,9.6884,-55.0758,26.2737
14447,R,9.0487,-55.1428,24.3573
14448,R,10.0803,-52.5753,25.5884
14449,R,11.3191,-61.2781,62.8740
14450,R,11.6909,-63.3954,62.4543
14451,R,10.0907,-63.3827,61.7766
14452,R,7.6400,-66.2033,56.2234
14453,R,8.6934,-66.6176,57.2884
14454,R,8.5783,-67.8632,54.6791
14455,R,9.4899,-69.8702,53.4391
14456,R,8.4835,-69.4105,52.6193
14457,R,6.4419,-62.2778,51.4670
14458,R,6.2746,-63.5569,52.6498
14459,R,7.6280,-64.5641,50.2938
14460,R,6.5716,-71.2383,45.4706
14461,R,6.5924,-69.6719,47.5471
14462,R,6.8930,-72.4508,47.0657
14463,R,7.7530,-73.2900,48.7907
14464,R,8.7048,-74.1484,47.0399
14465,R,11.7685,-74.1219,46.6581
14466,R,10.3425,-74.1943,45.6046
14467,R,14.4033,-71.6507,41.5478
14468,R,15.3718,-73.0710,42.4308
14469,R,17.0524,-73.2128,40.5626
14470,R,17.5748,-75.0394,40.4578
14471,R,50.4596,-55.2281,42.1730
14472,R,48.3482,-56.3849,40.2123
14473,R,48.9524,-56.7745,42.0579
14474,R,47.5224,-59.5492,44.4691
14475,R,48.1304,-59.8898,42.2712
14476,R,46.7049,-61.1446,42.2964
14477,R,45.1339,-62.0912,40.3073
14478,R,44.5305,-62.1284,42.6218
14479,R,41.2873,-56.5256,41.2058
14480,R,43.2710,-57.3416,43.1662
14481,R,41.6822,-58.3156,42.6080
14482,R,38.9987,-63.5466,46.7467
14483,R,40.8360,-62.2621,45.5946
14484,R,40.5686,-64.4121,46.7412
14485,R,41.4894,-65.3751,44.8942
14486,R,40.1831,-67.2093,46.5878
14487,R,39.3952,-69.6821,44.7929
14488,R,38.5008,-68.8166,46.4940
14489,R,35.6867,-68.2301,41.6506
14490,R,35.7175,-70.6628,41.8559
14491,R,34.5854,-70.5494,39.2034
14492,R,33.7290,-72.1749,37.2471
14493,R,33.6782,-69.5633,37.0576
14494,R,39.6184,-30.6722,37.9434
14495,R,41.2820,-32.0505,38.6595
14496,R,40.0072,-32.9115,38.7946
14497,R,40.3062,-38.5082,36.9779
14498,R,41.5729,-37.5022,38.3160
14499,R,42.0134,-39.1237,37.2900
14500,R,43.8354,-39.5114,37.5582
14501,R,42.9092,-40.5073,35.9861
14502,R,35.8792,-43.5408,35.0156
14503,R,36.6912,-41.9423,34.9250
14504,R,38.0132,-44.1966,34.7195
14505,R,43.2860,-47.9775,37.9233
14506,R,41.8389,-46.0585,35.8396
14507,R,43.8349,-46.7794,36.4255
14508,R,44.5746,-45.3401,35.8150
14509,R,45.7177,-47.4056,36.9836
14510,R,47.6239,-47.8679,37.3918
14511,R,47.1861,-48.9752,39.3235
14512,R,50.1840,-53.4713,44.3708
14513,R,50.5984,-51.7915,43.4337
14514,R,51.4423,-53.5016,43.5056
14515,R,52.0777,-53.5156,42.0128
14516,R,49.5171,-13.1584,18.1070
14517,R,47.6809,-15.5864,19.4214
14518,R,49.4427,-15.6050,19.1832
14519,R,51.1041,-19.6479,17.4730
14520,R,48.9326,-19.6199,18.0353
14521,R,48.8748,-21.8477,17.8646
14522,R,47.0575,-23.3691,19.7611
14523,R,48.8556,-23.1981,19.1717
14524,R,59.2246,-19.3166,18.3474
14525,R,57.5787,-19.6849,17.2495
14526,R,56.7384,-20.4941,19.1087
14527,R,52.0849,-24.7413,23.7956
14528,R,52.3060,-23.7694,21.2942
14529,R,50.2821,-25.3352,22.3251
14530,R,48.6477,-26.2541,21.0294
14531,R,48.6819,-26.4677,23.6625
14532,R,46.9900,-28.1234,25.0579
14533,R,48.8737,-27.6142,25.9176
14534,R,52.0753,-30.7434,30.1609
14535,R,50.0612,-31.0990,29.4841
14536,R,50.7358,-32.6309,31.6351
14537,R,50.5406,-35.0431,31.9601
14538,R,51.9550,-34.1489,33.4200
14539,R,32.6955,16.6331,-4.9747
14540,R,33.5112,14.7519,-6.6443
14541,R,35.9448,13.9723,-6.6936
14542,R,37.3654,2.0043,-8.7655
14543,R,37.3502,4.3947,-8.8917
14544,R,37.8262,-0.1719,-11.7366
14545,R,38.6984,-1.6327,-15.4758
14546,R,38.8240,-3.2729,-15.4400
14547,R,36.4103,-6.6634,-7.9116
14548,R,36.8001,-4.6551,-8.0250
14549,R,37.7535,-7.9450,-11.2058
14550,R,45.4392,-5.5011,-17.7948
14551,R,42.1336,-7.2628,-17.3570
14552,R,44.6706,-4.5073,-19.0431
14553,R,43.9442,-3.4491,-20.1716
14554,R,46.4758,-0.2893,-20.2931
14555,R,47.0481,4.6334,-21.5374
14556,R,48.0070,4.1914,-19.9642
14557,R,51.1457,11.8341,-16.4964
14558,R,49.8168,13.0580,-18.3035
14559,R,51.3165,13.7047,-18.2827
14560,R,50.5777,13.7862,-20.7302
14561,R,52.1181,12.0780,-18.9058
14562,R,9.4961,-16.1310,-20.2472
14563,R,13.5427,-19.4750,-20.1284
14564,R,12.6614,-15.9352,-19.6414
14565,R,16.4230,-12.6031,-14.1445
14566,R,17.1424,-15.4006,-15.5367
14567,R,19.2818,-14.9037,-13.1959
14568,R,22.5482,-16.6386,-11.9525
14569,R,21.8348,-14.5760,-11.8280
14570,R,15.9020,-1.2274,-11.8352
14571,R,16.0834,-4.3691,-12.8597
14572,R,17.8607,-4.4544,-11.9416
14573,R,25.5260,-8.9717,-11.1120
14574,R,23.0335,-9.4712,-11.0421
14575,R,26.6209,-11.5473,-11.4508
14576,R,27.8094,-13.8255,-11.6901
14577,R,30.6338,-13.5285,-13.4099
14578,R,35.0027,-14.9488,-15.7631
14579,R,33.3614,-13.1664,-15.7723
14580,R,35.2037,-9.2223,-20.1518
14581,R,36.8776,-10.6132,-20.4399
14582,R,37.1274,-9.0737,-22.9425
14583,R,37.1773,-9.6507,-25.7383
14584,R,36.6352,-7.7013,-25.3927
14585,R,12.4373,-71.4680,6.2498
14586,R,8.4262,-71.5654,7.5462
14587,R,9.1616,-69.0977,6.9645
14588,R,8.3999,-62.2231,5.6546
14589,R,5.5768,-63.9252,7.1544
14590,R,6.1158,-62.1346,5.2354
14591,R,6.2780,-63.8727,3.2248
14592,R,7.2348,-61.5010,2.5410
14593,R,20.5466,-54.7140,-2.0190
14594,R,17.9856,-57.7197,-0.0794
14595,R,17.4325,-55.4355,-1.7857
14596,R,12.7937,-50.5125,-3.3897
14597,R,11.7275,-53.6864,-1.1905
14598,R,11.2973,-53.4621,-2.3661
14599,R,10.8214,-57.1115,-2.1696
14600,R,12.8247,-54.2214,-3.8395
14601,R,16.0565,-55.7423,-4.7824
14602,R,15.1470,-52.0013,-5.7804
14603,R,20.1419,-45.0293,-9.7925
14604,R,20.2481,-48.5884,-9.2935
14605,R,22.4061,-45.5977,-9.0649
14606,R,24.4155,-45.3590,-7.7532
14607,R,23.3824,-42.0183,-9.3991
14608,R,48.6431,-75.5897,5.5855
14609,R,47.4549,-74.8451,3.2719
14610,R,47.6468,-77.4918,3.3610
14611,R,43.6239,-83.4189,-1.3693
14612,R,45.4457,-80.7828,-0.1245
14613,R,44.1896,-81.9395,-2.7830
14614,R,44.3644,-80.2332,-4.1678
14615,R,43.2442,-82.0588,-5.3824
14616,R,32.5585,-90.0441,-4.1466
14617,R,35.9967,-88.9377,-3.5432
14618,R,34.1901,-89.1898,-5.5087
14619,R,37.3644,-88.9525,-12.3285
14620,R,38.1662,-86.9858,-10.2893
14621,R,40.6860,-86.4161,-11.6219
14622,R,43.1402,-83.8008,-10.9882
14623,R,41.9462,-84.6605,-13.0799
14624,R,42.1911,-81.9119,-13.6699
14625,R,39.5699,-84.6637,-13.9738
14626,R,30.3581,-86.1929,-13.4155
14627,R,33.8407,-84.3073,-13.6257
14628,R,31.2778,-83.9561,-13.3893
14629,R,33.1739,-80.9610,-12.3328
14630,R,30.0948,-83.3052,-12.1271
14631,R,63.1279,-21.1670,-0.5166
14632,R,61.3816,-20.5300,-1.3512
14633,R,59.2231,-22.6349,-1.5166
14634,R,49.3418,-26.5848,-1.6008
14635,R,51.2300,-24.7824,-2.3023
14636,R,47.5915,-25.5526,-3.0034
14637,R,46.3194,-24.4721,-4.6854
14638,R,44.9785,-26.5363,-4.5714
14639,R,44.0852,-34.8177,-0.5784
14640,R,44.5374,-32.2137,-0.3464
14641,R,44.3148,-34.4285,-2.7723
14642,R,49.9317,-34.2408,-7.8007
14643,R,46.5345,-33.1740,-6.7471
14644,R,48.4142,-32.2296,-8.3956
14645,R,47.0364,-30.0752,-8.9705
14646,R,50.7239,-31.0058,-9.6911
14647,R,53.2087,-29.4879,-10.9541
14648,R,54.8175,-31.2019,-10.0050
14649,R,62.7430,-34.0010,-8.1594
14650,R,62.2949,-31.6768,-9.6428
14651,R,64.8091,-32.4243,-8.8968
14652,R,65.9687,-31.4093,-10.4952
14653,R,65.5315,-33.8745,-9.8236
14654,R,11.1645,23.2378,36.7951
14655,R,11.4212,26.0995,34.7250
14656,R,9.7729,25.6825,36.5429
14657,R,8.2732,29.9316,38.3928
14658,R,8.4276,30.0313,36.0765
14659,R,7.7701,32.6384,36.2402
14660,R,8.1163,35.4654,33.9206
14661,R,7.9688,35.2690,36.5005
14662,R,7.6886,28.3275,50.1605
14663,R,8.4493,28.8241,47.0623
14664,R,7.5524,31.3191,47.9226
14665,R,6.8591,40.2984,44.0769
14666,R,7.4746,37.5464,43.2269
14667,R,7.7229,40.7823,40.8819
14668,R,8.0837,40.8394,37.7762
14669,R,7.3549,43.5781,38.5279
14670,R,7.7897,46.1258,36.1728
14671,R,6.8597,46.1121,39.2916
14672,R,9.1852,48.8145,41.6504
14673,R,7.9120,50.5043,39.7531
14674,R,9.3943,51.0281,38.5073
14675,R,9.4006,52.8789,34.8872
14676,R,10.7009,50.2371,36.4189
14677,R,16.6138,17.2514,58.6420
14678,R,14.5111,18.5696,57.3325
14679,R,16.3581,19.3268,56.4748
14680,R,18.4375,26.6648,54.6178
14681,R,16.1198,25.3811,53.7328
14682,R,16.4382,28.7049,53.8211
14683,R,14.3641,30.4804,52.8979
14684,R,16.2549,31.6089,52.3765
14685,R,19.7891,24.4170,45.2311
14686,R,19.2886,25.4170,47.7289
14687,R,20.7015,27.5709,45.8314
14688,R,18.3626,35.5801,43.4217
14689,R,18.9917,33.4190,46.3296
14690,R,17.0893,35.9734,45.6391
14691,R,15.8680,36.4872,47.6877
14692,R,15.8240,38.5119,44.9234
14693,R,13.7686,40.0607,43.4237
14694,R,16.3061,40.5516,42.3069
14695,R,17.4982,44.1137,36.0881
14696,R,16.4912,45.3980,37.9165
14697,R,16.6774,47.0397,34.8254
14698,R,15.0433,48.3213,32.8077
14699,R,17.6649,48.5456,32.3100
14700,R,18.8376,49.8894,30.1821
14701,R,19.5143,48.1443,32.1405
14702,R,22.7298,42.3430,31.1208
14703,R,23.3953,45.4316,31.2304
14704,R,24.8731,43.9712,31.6571
14705,R,25.9959,45.4397,30.4938
14706,R,26.4007,42.3786,32.0671
14707,R,26.2672,31.7492,34.9311
14708,R,24.8734,33.2813,33.1615
14709,R,26.6177,33.2282,33.9543
14710,R,28.8556,33.6424,30.8453
14711,R,27.4629,35.0738,31.2124
14712,R,27.7768,35.6829,29.2545
14713,R,26.9243,38.1699,28.4364
14714,R,27.1274,35.7242,26.5826
14715,R,26.7034,36.0331,23.7241
14716,R,28.4205,33.9907,25.5758
14717,R,34.7879,33.2475,29.1774
14718,R,33.1470,33.7564,25.9158
14719,R,35.4329,34.6755,26.8297
14720,R,35.9673,36.2976,24.6352
14721,R,37.5753,35.1096,27.7603
14722,R,7.5516,-47.7343,51.4282
14723,R,6.7333,-46.8527,49.6677
14724,R,9.6427,-47.3216,50.4507
14725,R,16.3195,-45.0093,49.6318
14726,R,14.4637,-46.1187,48.3533
14727,R,16.2168,-44.6996,47.3361
14728,R,15.6732,-43.9932,45.1933
14729,R,17.4561,-42.7395,46.2496
14730,R,12.4801,-36.4361,54.1810
14731,R,15.0746,-37.8467,53.6382
14732,R,13.8523,-36.0991,52.1072
14733,R,15.5761,-33.4561,46.6335
14734,R,16.4880,-35.6454,47.8624
14735,R,17.4703,-35.3564,45.5476
14736,R,18.3918,-37.7027,44.1419
14737,R,18.1688,-34.9621,43.0362
14738,R,18.1962,-34.5706,40.5195
14739,R,17.7599,-32.5460,41.9924
14740,R,15.6525,-25.7989,44.0208
14741,R,16.9149,-27.3855,41.6364
14742,R,16.4469,-24.8079,41.9854
14743,R,16.5254,-23.7073,40.0226
14744,R,15.9669,-22.0847,42.6119
14745,R,5.0995,-24.4897,66.8599
14746,R,5.1677,-26.5538,64.2833
14747,R,5.8687,-23.7791,65.0618
14748,R,6.4028,-19.1209,61.0274
14749,R,7.6643,-22.0619,61.0499
14750,R,7.8526,-21.4771,58.6873
14751,R,6.9756,-23.9471,55.9423
14752,R,7.1402,-20.7407,56.3742
14753,R,8.6968,-5.6705,61.1025
14754,R,8.5727,-9.5062,60.2540
14755,R,8.1170,-8.7909,58.4934
14756,R,5.4793,-12.6419,52.8617
14757,R,5.1441,-13.9847,54.1424
14758,R,5.2558,-16.4696,52.0580
14759,R,5.8502,-19.5016,52.0961
14760,R,6.9124,-18.5438,50.2498
14761,R,9.5106,-20.2203,49.4027
14762,R,8.6195,-17.4109,49.2078
14763,R,11.6790,-12.0106,48.6068
14764,R,11.7732,-15.1597,47.2352
14765,R,12.9766,-13.9825,46.0505
14766,R,14.2205,-15.7168,43.5723
14767,R,13.6955,-12.6157,44.6570
14768,R,13.7928,-11.7386,43.0408
14769,R,13.2184,-9.9370,45.4701
14770,R,11.2689,-2.8358,47.6790
14771,R,11.4707,-4.9853,46.2902
14772,R,11.8011,-2.2619,45.9701
14773,R,12.0159,-1.7637,44.2639
14774,R,12.6040,0.4676,45.1995
14775,R,7.5279,6.5357,51.5070
14776,R,8.0525,3.7770,50.2545
14777,R,8.3321,7.0875,49.5545
14778,R,10.1831,11.4039,45.3404
14779,R,10.1958,8.3152,46.0875
14780,R,11.7355,8.9614,44.3129
14781,R,12.9262,6.5129,43.3816
14782,R,12.9439,9.5796,42.4816
14783,R,13.4800,9.9624,40.5050
14784,R,12.4149,12.4346,41.5986
14785,R,10.2642,20.0363,40.3690
14786,R,11.8090,17.8357,39.6935
14787,R,11.6727,20.5791,38.2803
14788,R,12.9536,20.9487,36.1121
14789,R,34.6233,-45.8818,50.1573
14790,R,35.4947,-47.1508,50.3367
14791,R,35.5253,-46.4146,52.1344
14792,R,36.2584,-45.5234,57.4557
14793,R,36.8507,-47.2028,56.2659
14794,R,36.7422,-47.4924,58.3995
14795,R,36.0818,-49.7329,58.5110
14796,R,36.2796,-48.3277,60.4414
14797,R,25.9036,-42.6187,55.9154
14798,R,28.6460,-43.7370,57.0323
14799,R,27.6549,-43.7064,58.4701
14800,R,29.4905,-46.1413,64.1685
14801,R,30.8520,-46.0139,63.0042
14802,R,31.9139,-47.7470,64.3510
14803,R,33.3630,-49.4797,63.5157
14804,R,31.5117,-49.8026,64.1501
14805,R,29.9593,-52.3900,63.8393
14806,R,29.5226,-50.3863,63.6561
14807,R,23.7985,-50.5478,60.0084
14808,R,24.6885,-52.0504,61.5614
14809,R,22.2905,-53.0397,60.3860
14810,R,20.8335,-55.4168,61.3993
14811,R,19.9520,-53.7121,59.3742
14812,R,23.3976,-30.7501,69.2057
14813,R,24.5828,-31.8791,70.6670
14814,R,22.6720,-31.3622,71.3304
14815,R,18.5614,-34.1302,71.4372
14816,R,19.9805,-34.5615,69.4635
14817,R,18.0991,-36.2513,67.7064
14818,R,18.1588,-38.7037,64.4004
14819,R,17.0896,-38.9289,66.3325
14820,R,10.7849,-34.9359,76.5374
14821,R,12.7497,-33.5829,76.1059
14822,R,12.8371,-36.5384,75.8147
14823,R,16.0056,-44.5350,69.8506
14824,R,15.8400,-41.7956,70.3153
14825,R,16.5633,-44.0952,67.1488
14826,R,17.3804,-43.5360,64.7105
14827,R,17.1784,-45.6788,64.3865
14828,R,18.3891,-47.1118,62.3255
14829,R,17.4852,-47.6534,64.8383
14830,R,14.4730,-51.0654,64.7374
